"Article_ID","Date","Title","Subject","Topic.Code"
26998,"5-May-05","9 Weird Weeks: Prosecutor Rests In Jackson Case","Michael Jackson child molestation trial",12
30740,"2-Oct-05","Options Open, Top Graduates Line Up to Teach to the Poor","Teach for America program",6
29592,"6-Sep-03","DEFYING FORECAST, JOB LOSSES MOUNT FOR A 22ND MONTH","more job losses",1
25622,"31-Oct-03","40 Years After Shots in Dallas, A Survivor's Painful Memories","JFK assasination",20
21100,"9-Aug-02","New York Is Seeking to Win Supporting Role in the Oscars","NY hopes to obtain Oscars to help 9/11 recovery",28
28980,"30-Oct-02","200 Haitians Scramble From Boat in Florida","illegal immigrants from Haiti",5
35563,"29-Aug-99","A Revolution Peru's Rebels Didn't Intend","Peru: civilians resist rebels and rebuild",19
6580,"20-Dec-04","AT LEAST 64 DEAD AS REBELS STRIKE IN 3 IRAQI CITIES","Iraq insurgency; bomb attacks and casualties.",16
28559,"20-Jan-02","LACK OF OVERSIGHT IN TISSUE DONATION RAISING CONCERNS","Lack of regulation of tissue donations for replacement operations.",3
29801,"3-Jan-04","BACK-ROOM BENCH: Politics and the Courts; A Bronx Judiciary Awash in Patronage, All Legal","New York City judicial system.",24
37774,"23-Jun-06","Senate Rejects Calls to Begin Iraq Pullback","Senate rejects call to pull troops out of Iraq",16
7593,"29-May-04","Conservative Allies Take Chalabi Case To the White House","Conservative group's lobbying in the White House in favor of Ahmad Chalabi.",16
30712,"25-Aug-05","Age-Old Cures, Like the Maggot, Get U.S. Hearing","board to create regulation for ancient cures like maggots and leaches",3
31467,"13-Mar-98","In Poll, Americans Find New York More Disneyland Than Gangland","National poll finds Americans have favorable view of New York City",15
39447,"15-Feb-97","DISPUTE AT AMERICAN AIRLINES: THE OVERVIEW;","American Airlines Strike; Clinton intervenes with emergency powers",10
37654,"5-Jun-06","Use of Air Masks at Issue In Claims of 9/11 Illnesses","Faulty air masks blamed for illness in 9/11ground zero workers",3
6794,"31-Jan-03","After the Battle","US fight with rebels in Afghanistan",16
27033,"14-Jul-05","Financially Set, Grandparents Help Keep Families Afloat, Too","Grandparents play important role in grandchildren's lives",12
19287,"4-Aug-01","U.N. Admits Error In Handling Video Of Arab Fighters","UN admits error in handling of kidnapping tape",19
37134,"22-Mar-06","BUSH CONCEDES IRAQ WAR ERODES POLITICAL STATUS","Bush speech on Iraq",16
26001,"1-May-00","THE 2000 CAMPAIGN: THE ISSUES;
BUSH TO ADVOCATE PRIVATE ACCOUNTS IN SOCIAL SECURITY","Bush to propose a social securite overhaul",13
37404,"30-Apr-06","Mothers of Nepal Vanquish a Killer of Children","Nepal: measles vaccination",19
7992,"1-Aug-05","IRAQIS PROMISING A CONSTITUTION BY THE DEADLINE","Iraqi constitution deadlines",19
33781,"20-Jan-99","NATO's Kosovo Bid Is Rebuffed by Serbs","NATO officials fail to negotiate with Milosevic",16
39417,"12-Feb-97","Clinton and Republican Leaders Agree on Five Goals","Clinton and Congressional leaders agree on a 5-item list of issues",20
22976,"13-Oct-01","Editor's Note: To Our Readers","letter sent to NYT headquarters, no newspapers printed there",99
38609,"24-Oct-06","War in Sudan? Not Where the Oil Wealth Flows","War in Sudan does not affect areas made rich by oil",19
41290,"5-Jan-96","BATTLE OVER THE BUDGET: THE OVERVIEW; LEADERS IN HOUSE DROP G.O.P. PLAN ON U.S. WORKERS","Battle over budget: Republican leaders abandon strategy of using closed Government offices",1
34505,"22-Apr-99","TERROR IN LITTLETON: THE OVERVIEW;","columbine shooting",6
21651,"29-Dec-00","Twin Storms Move East After Battering the Plains","storms",26
40078,"7-May-97","WELFARE CRUCIBLE -- A special report.;","New York City welfare rolls shrinking",13
32410,"2-Jul-98","Thousands Flee Florida Homes As Fires Surge","fire in florida causes thousands to flee homes",27
38349,"16-Sep-06","Paying Top Dollar For Punishment, 26 Miles' Worth","Runners pay money, use illegal means to gain entry to marathons",29
6040,"20-Mar-05","States and Communities Battling Another Round of Base Closings","planned military base closings spark community lobbying campaigns",16
27077,"20-Oct-05","Old Ways of Life Are Fading as the Arctic Thaws","Global warming's impact on natives",7
36385,"7-Dec-99","Russians Issue An Ultimatum To Rebel City","Russia threatens Grozny",19
25110,"24-Sep-04","Echoes of a 1972 Loss Haunt a 2004 Campaign","Presidential election; profile of John Kerry.",20
18396,"29-Mar-05","POWERFUL QUAKE JOLTS THE SEABED NEAR INDONESIA","underwater earthquake off west coast of Indonesia",26
35237,"19-Jul-99","Foe Suggests Giving Milosevic Immunity To Get Him to Quit","Yugoslavia:  Force Milosevic to resign by extending immunity",19
25309,"9-Jan-00","DEMOCRATS WORRY OVER WAR CHEST AMASSED BY G.O.P.","political party financing",20
33260,"14-Oct-98","PRO BASKETBALL;","National Basketball Association cancels first two weeks of 1998-99 season",29
28650,"31-Mar-02","Medicare Is Now Covering Treatment for Alzheimer's","medicare covering Alzheimer's treatment",3
29691,"5-Nov-03","Illegally in U.S., and Never a Day Off at Wal-Mart","illegal immigrants working at walmart",5
28162,"30-May-01","Oil Boom Nears for Alaska, Even if Refuge Isn't Drilled","Alaska experiencing energy boom",8
27459,"15-Jun-00","U.S. Says Mobsters Joined Stock Fraud","mob stock market involvement",12
32461,"8-Jul-98","Court Orders Secret Service To Testify in Lewinsky Case","secret service ordered to testify in lewinsky case",20
44413,"13-Dec-96","A Counsel's History","white house official in charge of whitewater issues charged",20
34993,"18-Jun-99","New Lenders With Huge Fees Thrive on Workers With Debts","payday lenders",15
44781,"21-Oct-97","ITT Accepts $9.8 Billion Bid, Forming Biggest Hotel Chain","ITT bought",15
32727,"12-Aug-98","Canadian Troubles Echo Across Border","Canadian dollar depreciates",19
6883,"21-Jun-04","High-Tech Mending of War's Injured","Advanced treatment for soldiers wounded in the Iraq war.",16
26581,"18-Oct-02","Judge Throws Out Brothers' Murder Convictions","murder convictions tossed",12
35034,"23-Jun-99","No. 1 Hingis Stunned in Wimbledon Opener","tennis upset",29
42334,"28-Apr-96","Upheaval and Calm as Big Dig Transforms Boston","big dig in boston",10
19041,"19-Dec-00","ISRAEL PARLIAMENT WILL NOT DISBAND TO FACE ELECTION","Israeli parliament",19
42920,"30-Jun-96","Western Allies Press To Oust Bosnia Serb","G7 pressures Serbia with UN trade sanctions",19
19446,"31-Oct-01","A Nation Challenged: The Disease; Excruciating Lessons In the Ways of a Disease","assumptions of outbreak change with diagnosis of anthrax in hospital worker",16
32349,"25-Jun-98","CLINTON IN CHINA;","clinton goes to china",19
28618,"12-Mar-02","SPECIAL TODAY: RETIREMENT","retirement",13
23136,"15-Jan-04","$58 BILLION DEAL TO UNITE 2 GIANTS OF U.S. BANKING","58 billion-dollar merger of J.P Morgan with Bank One.",15
44963,"9-Nov-97","Chancellor Sees Summer Classes Easing Crowds","summer classes",6
17160,"1-Jan-05","U.S. VOWS BIG RISE IN AID FOR VICTIMS OF ASIAN DISASTER","U.S. aid for tsunami relief",19
35805,"27-Sep-99","Chechens Flee Russian Bombs By Thousands","Chechnens flee Russia, bombings",19
26864,"28-May-04","Sunrise, Sunset: A School Day in Utah","Story about Utah students facing long bus rides.",6
41279,"4-Jan-96","Top Leader of the Bosnian Serbs Now Under Attack From Within","Bosnian Serb leader criticized from within",19
26762,"29-Sep-03","Survivor Describes Stabbing on Subway","man survives stabbing by robbers",12
41344,"11-Jan-96","High Court Is Cool To Census Change","census changes",20
34688,"14-May-99","AIRLINE IS ACCUSED OF ILLEGAL PRICING","american airlines accused of illegal pricing",15
41048,"5-Sep-97","Croatian's Confession Describes Torture and Killing on Vast Scale","croatian confesses to war crimes",19
38980,"16-Dec-06","Ties Run Deep Between Bruno And an Investor","Relationship between New York State senate's majority leader and an investor scrutinzed for possible conflicts",24
32441,"6-Jul-98","A SOUTHERN BUYER WILL ACQUIRE SAKS","saks to be bought",15
30611,"13-Jun-05","Dark Days for the Fried Clam, a Summer Staple","shortage of clams due to red tide",4
26363,"28-Sep-01","A Nation Challenged: The President; Bush to Increase Federal Role in Security at Airports","Bush announces government will take stronger role in airline security, will station troops",10
24684,"28-Nov-00","CONTESTING THE VOTE: THE OVERVIEW;
GORE ASKS PUBLIC FOR PATIENCE; BUSH STARTS TRANSITION MOVES; ADMINISTRATION WITHHOLDS AID","Bush begins transition moves",20
37494,"14-May-06","Thinking Triple Crown Before First Race Was Run","Sports: Triple Crown of horse racing",29
18567,"19-Apr-01","Palestinians in Gaza Fire Shells at Israelis","Palestinians fire mortars at Israeli settlements",19
7520,"18-Apr-03","A NATION AT WAR: GREEN BERETS; 
Trained for War, 12 Green Berets Keep the Peace in an Iraqi Town","Green Berets working to rebuild a city",16
5565,"7-Apr-01","Collision With China: The Overview; Bush and Jiang Exchange Drafts Of a Letter Stating U.S. Regrets","Drafts of leffer expressing US regrets exchanged between aides in both countries",16
38730,"9-Nov-06","RUMSFELD RESIGNS; BUSH VOWS 'TO FIND COMMON GROUND'; FOCUS IS ON VIRGINIA","Rumsfeld resigns as Secretary of Defense",16
29282,"24-Apr-03","THE SARS EPIDEMIC: THE OVERVIEW; 
TRAVELERS URGED TO AVOID TORONTO BECAUSE OF SARS","SARS in Toronto",19
17279,"9-Sep-01","Chinese Fight Crime With Torture and Executions","Torture and Execution Used by Chinese to Crack Down on Crime",19
23426,"14-Sep-03","File-Sharing Battle Leaves Musicians Caught in Middle","musicians and file sharing",15
26667,"12-Jan-03","Citing Issue of Fairness, Governor Clears Out Death Row in Illinois","Illinois governor commutes all death row sentences",12
43622,"17-Sep-96","U.S. Command Faulted in Blast At Saudi Base","report on a terror attack on a US base in saudi arabia",19
35512,"23-Aug-99","Genetic Crop Testing Angers Many Britons","Protests over genetically modified food in Britain",19
6940,"17-Apr-02","Bodies of 4 G.I.'s Killed in Afghanistan Arrive in Germany","bodies of 4 soldiers killed in Afghanistan arrive in germany",16
28335,"6-Aug-01","A Health Danger From a Needle Becomes a Scourge Behind Bars","thousands of prisoners affected with hepatitis C, worry of spread",12
39507,"24-Feb-97","HOUSING PROJECTS IN NEW YORK CITY FACE BIG CHANGES","New York Housing Authority; lack of federal aid forces them to change the way they operate",14
32238,"12-Jun-98","Different Problems in Kosovo","risks of NATO involvement in Kosovo",16
17373,"25-Mar-00","State TV Ties a Putin Rival To Jews, Gays and Foreigners","Putin's rival attacked by state own TV",19
40498,"27-Jun-97","HarperCollins Cancels Books In Unusual Step for Industry","Publishing company HarperCollins cancels books",28
17581,"10-Oct-00","Elections Planned in Serbia As Shift in Power Takes Hold","Serbian elections to be held",19
39187,"14-Jan-97","Citing Its Side Effects, F.D.A. Weighs Ban on Allergy Drug","F.D.A. bans allergy drug Seldane, because of rare but potentially deadly side effects",3
42209,"15-Apr-96","Tight Security Gets Tighter As a Sad Anniversary Nears","anniversary of waco fire",16
40548,"3-Jul-97","FRANCE GIVES WAY ON NATO GROWTH","France agrees to U.S. preferences of NATO expansion",16
18338,"24-Jul-01","Indonesia Gets A New Leader; Ex-Chief Balks","new Indonesian president sworn in after legislative body ousted predecessor",19
36058,"28-Oct-99","Food Inspectors Facing Charges In Bribery Case","food inspectors in a bribery case",4
29621,"25-Sep-03","OPEC Says It Will Cut Output, And Price of Oil Climbs Sharply","OPEC to cut oil production",8
22457,"21-Oct-04","Back From Dead, Red Sox Bury Yanks and Go to Series","Baseball; Red Sox.",29
19937,"22-Sep-01","A Nation Challenged: The Bailout; An Airline Bailout","Congress passes package to bailout airlines, compensate victims",16
30558,"16-May-05","Life at the Top in America Isn't Just Better, It's Longer","classism: upper class lives longer too",1
41541,"2-Feb-96","Taking Care in the Bitter Cold","cold weather",26
5858,"14-Feb-01","Civilians in Sub Sat at 2 Controls When Ships Hit","civilians sitting at control when sub collided with fishing vessel",16
19146,"17-Oct-05","In Unruly Gaza, Clans Compete In Power Void","clans in Gaza compete for power",19
40758,"30-Jul-97","THE BUDGET DEAL: THE OVERVIEW;","White House and G.O.P. agree on balancing the Federal budget and on Federal tax cut",1
43077,"17-Jul-96","OLYMPICS; Everything but Medals at the Olympic Village","olympic village diets",29
41575,"5-Feb-96","American Soldier's Body Returned from Bosnia","dead american returns from bosnia",16
28057,"27-Apr-01","House Approves Bill Criminalizing Violence To Fetus","House passes bill criminalizing harming fetus during offense against woman",12
31707,"10-Apr-98","BASEBALL;","Minor leage baseball team may locate to Bridgeport, CT",29
18921,"21-May-04","Children Fill Ledger of Death, No Matter How, or How Many","Israel-Palestine; death of children in the territories; conflicting accounts.",19
25566,"25-Nov-00","GOING HOME","Cheney goes home after heart attack",20
41928,"16-Mar-96","A Traveler Returns","comet returns to the area",17
29421,"22-Jun-03","Bewildering Details In Drug Benefit Plan","medicare prescription drug plan",3
23531,"6-Feb-03","LOSS OF THE SHUTTLE: THE THEORIES; 
MYSTERY DEEPENS","breakup of Columbia shuttle",17
35055,"26-Jun-99","F.B.I. IS PROPOSING A SPECIAL DIVISION FOR HUNTING SPIES","FBI division to hunt spies",16
33138,"1-Oct-98","FISCAL YEAR ENDS WITH U.S. SURPLUS, FIRST IN 3 DECADES","1998 fiscal year ends with a budget surplus, first in 3 decades",1
26011,"13-May-00","In Hunters' Havens, Gun Control Is Risk for Gore","2000 campaign - gun control issue risk",12
22980,"31-Dec-01","Special Today: The Year in Pictures","year in review in pictures",99
19793,"3-Aug-04","Reports That Led to Terror Alert Were Years Old, Officials Say","Report that information leading to the heightened terror alert in NYC and DC was several years old.",19
6396,"10-Aug-03","AFTER THE WAR: COVERT OPERATIONS; 
U.S. Moved to Undermine Iraqi Military Before War","pre-Iraq war covert operations by the US",16
33409,"2-Dec-98","TESTING OF A PRESIDENT: THE SCENE;","Impeachment:  talking about perjury",20
43293,"10-Aug-96","Looking Shaky, Yeltsin Takes Oath of Office","boris yeltsin is sworn into office",19
39377,"6-Feb-97","THE SIMPSON VERDICT: THE REACTION;","OJ Simpson Trial; Verdict surprises public",12
32995,"13-Sep-98","TESTING OF A PRESIDENT: THE OVERVIEW;","White House rejects independent counsel's charges of abuse of the Presidency",20
18732,"13-May-02","REBUFFING SHARON, PARTY REPUDIATES PALESTINIAN STATE","likud party votes against a palestinian state",19
36984,"27-Feb-06","IRAQI SUNNI BLOC TO REJOIN TALKS ON GOVERNMENT","Democratization in Iraq.",19
43374,"20-Aug-96","Criminal and Welfare Rules Raise New Issues of Fairness","welfare rules",13
39217,"17-Jan-97","COUNSEL REPORTED TO ASK STIFF FINE IN GINGRICH CASE","Gingrich now to be fined for his breach in ethics",20
33550,"21-Dec-98","Tale of a Cranky Londoner Is an All-American Charmer","'A Christmas Carol', an American legend",28
36674,"13-Jan-06","EUROPE JOINS U.S. IN URGING ACTION BY U.N. ON IRAN","Iranian nuclear weapons program; UN Security Council sanctions",19
29381,"31-May-03","REPORT BY POLICE OUTLINES MISTAKES IN ILL-FATED RAID","botched drug raid by NYC police",12
31567,"25-Mar-98","Rebels Take On Managed Care","Doctors in California and New York band together to take on managed health care",3
30192,"27-Sep-04","Agencies Postpone Issuing New Rules As Election Nears","Regulatory decisions being placed in limbo because of uncertainty over election outcome.",4
44264,"27-Nov-96","A Former Stronghold Turns Against President of Serbia","serbian president problems",19
27072,"5-Oct-05","New York's Falling Crime Rate Is a Potent Weapon for the Mayor","Falling crime rate, New York City mayoral election",12
33991,"16-Feb-99","CLINTON INDICATES SUPPORT TO MEXICO IN BATTLING DRUGS","Clinton supports Mexico's fight against illicit drugs",12
20927,"16-Mar-00","Long Line Online for Stephen King E-Novella","online novel",28
40878,"14-Aug-97","In 2 Extraditions, Drug Officials Sense a Shift in Dominican Policy","Two Dominicans extradited to the U.S. to face drug and murder charges",12
43124,"23-Jul-96","For the Third Time, a Gold in His Pocket","olympics",29
27971,"27-Mar-01","The Cost of Commuting From New Jersey Rises","Increases at tolls between New York and New Jersey",10
22336,"27-Jul-03","Armstrong Surges as Ullrich Slips","Tour de France",29
17798,"16-Aug-02","Elbe Floodwaters Batter Saxon Palaces","floods in Europe",26
22436,"20-Aug-04","All-Around She Goes","Olympics.",29
42932,"2-Jul-96","Frustrated Legislators Know When to Vote, Not for What","NY legislature battle",24
21018,"3-Aug-01","Art for Ah's Sake","exhibit at Contemporary Art Center",28
31267,"17-Feb-98","Hundreds Die as Jet Crashes in Taiwan","PHOTO: China Airline crash; Taipei airport",19
30603,"10-Jun-05","Lucrative Drug, Danger Signals And the F.D.A.","Prescription drug's long history of trouble",3
39807,"3-Apr-97","153 Hepatitis Cases Are Traced To Frozen Imported Strawberries","hepatitis cases tied to strawberries",4
17952,"29-Nov-05","As Nigeria Tries to Fight Graft, a New Sordid Tale","graft in Nigeria",19
17618,"1-Sep-01","Health Care Gap Has British Looking Abroad","British traveling to other countries for health services",19
6782,"10-Aug-02","RAIDS IN PAKISTAN RAISE NEW FEARS","raids in Pakistan, militant groups may attack US allies",19
32799,"20-Aug-98","Boston Globe Columnist Resigns Over Authenticity of 1995 Story","Columnist Mike Barnicle resigns over authenticity of a 1995 column",17
22572,"29-Mar-02","Billy Wilder, Master of Caustic Films, Dies at 95","film writer/director dies",30
34821,"29-May-99","300 Crosses Taken Out at Auschwitz","crosses at Auschwitz",19
23500,"11-Jul-00","Space Station Living Room Is Ready to Rocket","space station",17
24208,"29-Jun-02","BUSH TO UNDERGO COLON PROCEDURE","Bush to undergo a colon procedure",20
22008,"4-Dec-00","Going Dutch, With Ropes","dancing competition",29
19345,"5-Nov-05","U.S. SHOULD REPAY MILLIONS TO IRAQ, A U.N. AUDIT FINDS","US contracter fraud condemned by UN",19
38830,"24-Nov-06","In Board Sports, Insiders' Status Makes Gear Sell","Big sporting companies have hard time penetrating the board sports market",29
36644,"8-Jan-06","Mourning a Police Officer","police deaths in bridge accident",12
40968,"26-Aug-97","Gene Mutation Tied To Colon Cancers In Ashkenazi Jews","Gene mutation doubles the risk of colon cancer for people of Ashkenazi Jewish descent",3
36130,"6-Nov-99","Help Wanted, Meaning Help Can Be Fussy","great job market",5
5548,"24-Feb-01","Spy-Hunt Team Followed Trail To F.B.I. Agent","team investigating spying found FBI agent's espionage",16
34963,"15-Jun-99","No Budget in Albany But Discord Is Ample","budget problems in albany",24
34719,"18-May-99","After 70-Plus Years, a Successful Whale Hunt","whale hunting resumes",7
21514,"17-Aug-05","3 Rivals Pressure Ferrer in Debate In Mayor's Race","nyc mayor debate",24
7988,"23-May-05","Rebel Iraq Cleric Hints He'll Shift To Political Path","al-Sadr to enter politics",19
21404,"6-Nov-01","Ever-Tighter Mayoral Race Draws to a Bitter End","mayoral race comes to a close end",24
28004,"6-Apr-01","Agriculture Chief Disavows Plan To Eliminate Test on School Beef","Agriculture Secretary keeping salmonella testing of school beef",4
20816,"26-Feb-03","Architectural Politics At Trade Center Site","future of trade center site",21
26240,"17-Apr-01","90's Suburbs of West and South: Denser in One, Sprawling in Other","Suburban landscape not what used to be; growth slowing in West and South",14
6339,"7-Apr-03","A NATION AT WAR: COMBAT; 
Allies Strike in Baghdad and Press Into Basra","Allied forces press into Baghdad and Basra",16
17777,"6-May-05","Blair Wins Re-election, but His Hold Is Weakened","Blair wins re-election",19
25623,"2-Nov-03","Motorist Breaches Cordon of Security Around President","motorist breaches presidential security cordon",20
34271,"22-Mar-99","And the Oscar Winners Are . . .","Oscar winners",28
26365,"29-Sep-01","Microsoft Talks Ordered by Judge","judge orders Microsoft and government to start new rounds of antitrust negotiations",15
32862,"28-Aug-98","AFTER THE ATTACK: THE OVERVIEW;","Suspect in terrorist bombings of U.S. embassies brought to the U.S.",19
45664,"24-Nov-98","Reno's Aides Split on Merits Of Need for Gore Prosecutor","reno aides and a prosecutor for gore",20
22494,"22-Mar-05","Jets and Rivals Increase Bids For Railyards","NY Jets team bids against Cablevision to build football stadium",29
29223,"3-Mar-03","A New Frontier In Water Wars Emerges in East","battle over water in the Eastern US",7
32645,"31-Jul-98","End of H.M.O. for the Elderly Brings Dismay in Rural Ohio","HMO for the elderly ends",3
40148,"15-May-97","Not the Warmest Embrace","Basketball:  Miami wins game 5 of semifinals",29
42560,"22-May-96","Heat Forces Halting of Power to 40% of Queens","Queens Power Outage",8
17832,"26-Feb-05","Women's Voices Rise as Rwanda Reinvents Itself","Women's Role in Rwanda",19
25960,"21-Mar-00","U.S. Welfare Limit May Put Thousands in Albany's Care","welfare",13
30123,"26-Jul-04","Heeding a Call to Test Breast Cancer Treatments","Volunteers for experimental breast-cancer treatments.",3
29092,"23-Dec-02","Worry Abounds in Super Bowl of Shopping","christmas shopping season",1
40508,"28-Jun-97","THE SUPREME COURT: THE REACTION;","Supreme Court strikes down Brady gun control law",12
28891,"15-Aug-02",": BANKRUPTCY HINT BY UNITED AIRLINES","United Airlines may file for bankrupcty",10
35765,"23-Sep-99","Families of Taiwan's Missing See Little Hope in the Rubble","Taiwanese sifting through rubble from earthquake",26
28428,"6-Sep-01","U.S. Concedes Some Cell Lines Are Not Ready","Bush administration admits not all stem cell colonies are ready for research",3
40898,"17-Aug-97","Russian Astronauts Insist Errors, While Human, Were on Earth","Crew of Mir space station insist errors were also technical",19
22986,"26-Aug-02","Hitting Bottom","editors note",99
23299,"16-Jul-02","SENAT E APPROVES A BROAD OVERHAUL OF BUSINESS LAWS","senate to overhaul business laws",15
18846,"4-Jul-03","Israelis Sense They've Won","Israel thinks it beat Palestinian intifada",19
30321,"25-Dec-04","Program Coaxes Hospitals to See Treatments Under Their Noses","Hospitals' regulation; federal program to induce hospitals not to omit simple life-saving procedures and to avoid unecessary high-value treatments.",3
42288,"24-Apr-96","Passing of Regents' Exams To Be Required for Diploma","NY diploma requirements",6
16964,"20-Sep-05","U.S.-KOREAN DEAL ON ARMS LEAVES KEY POINTS OPEN","North Korea nuclear program negotiations",16
25098,"16-Sep-04","Democrats Seek Louder Voice From Edwards","Presidential election; Kerry campaign; calls for greater activity by Edwards.",20
5873,"23-Apr-01","Despite Sub Inquiry, Navy Still Sees Need For Guests on Ships","Navy to continue inviting guests on board, despite sub accident",16
40328,"6-Jun-97","WHITEWATER FILES SPLIT U.S. LAWYERS","Justice Department divided in Supreme Court case with Whitewater",20
17954,"16-Sep-02","Step Aside, L.A. and Bombay, for Nollywood","nigerian film industry",19
21402,"4-Nov-01","The Mayoral Rivals","mayoral candidates similar in significant ways",24
34211,"15-Mar-99","Clinton Wants to Strengthen U.S. Whistle-Blower Shield","Clinton to protect workers who complain of health and safety standards",5
24216,"3-Sep-02","Congress Returning to Take Up Domestic Security Plan and Iraq","Congress returning",20
20147,"11-Sep-02","Its Ranks Depleted, A Weary Fire Dept. Is Trying to Regroup","NY firefighters after 9/11",16
34251,"20-Mar-99","One Consolation for Clinton: Democratic Donations Surge","Donations to Democratic Party see rise even after impeachment trial",20
30374,"8-Feb-05","The Big Picture May Seem Rosy, But the Deficit Is in the Details","U.S. budget deficit in light of Bush's new budget plan",1
26237,"12-Apr-01","Moratorium Asked On Suits That Seek To Protect Species","Bush administration wants to make it more difficult  to petition species as endangered",7
5715,"6-Feb-05","U.S. Drops Criminal Investigation Of C.I.A. Antidrug Effort in Peru","C.I.A. anti-drug Peru scandal investigation dropped by Justice Department",16
35177,"11-Jul-99","As Campaign Starts Swiftly, Both Parties Are Scrambling","Primaries:  speculation of frontrunners",20
29762,"9-Dec-03","Bush Signs Law To Cover Drugs For the Elderly","Bush signs Medicare drug bill",3
37194,"30-Mar-06","9/11 Tapes Revive Lost Voices, and Families' Pain","9/11 recordings",16
26108,"13-Aug-00","Swift Disease Killing Oaks In California","forest protection in CA",7
27837,"30-Jan-01","Bush Proposes Aid On Medicare Drugs","Bush proposes providing aid to states for Medicare beneficiaries",3
24589,"7-Nov-00","Final Appeal in Senate Races","Senate races",20
6889,"24-Oct-04","Rebel Attacks Kill 18 Iraqis; G.I.'s Injured","Iraq insurgency; attacks against American and allied Iraqi forces; casualties.",16
17249,"27-Jun-01","New Issue at U.N: North Koreans Seeking Refugee Status in China","North Koreans sneak in UN commissioner office seeking refuge, highlights problem in China",19
29453,"30-Jun-03","Courts' Rulings Buoy A Gay Pride Parade","Supreme court ruling overturning sodomy law",2
42797,"17-Jun-96","Big New Loss Makes Japan Look Inward","Japan loses money in stock exchange",19
30524,"26-Apr-05","Bush and Saudi Meet at Ranch To Discuss Oil","Bush meets with Saudi Arabian Prince to discuss U.S. use of Saudi Arabian oil",8
29664,"20-Oct-03","Many Immigrants Decide to Embrace Homes for Elderly","immigrants living in nursing homes",5
19623,"30-Nov-02","KENYANS HUNTING CLUES TO BOMBING; TOLL RISES TO 13","terror attacks in Kenya",19
19986,"22-Oct-01","A Nation Challenged: The Congress; Lawmakers Seek Inquiry Into Intelligence Failures","Congress begins inquiry into attacks",16
17790,"2-Aug-00","Opera Singers' Love Bridges Borders of Hate","opera stars in France",19
28844,"27-Jul-02","Broken Bit Delays Mine Rescue Effort","Quecreek mine rescue",5
41848,"7-Mar-96","Target Was Israeli Government, Says Arab Linked to 3 Bombings","suspect in a bombing in israel",19
6511,"15-Jul-04","10 IN BAGHDAD DIE AS SUICIDE BLAST SHATTERS A CALM","Insurgency in Iraq; suicide bombing; casualties and shattering of peace that had prevailed after transfer of power to provisional Iraqi government.",16
39040,"25-Dec-06","The Man on the Table Was 97, but He Devised the Surgery","97 year old doctor who designed proceedure to correct dissecting aortic aneurysms has the proceedure done on himself to save his life",3
22317,"10-Jun-03","Devils Win Stanley Cup","NHL stanley cup",29
5762,"23-Jun-00","THE NUCLEAR SHIELD: Looking for Cover;
Politics Mixes With Strategy In Plan for Antimissile System","US arms control",16
18978,"22-Aug-05","Gaza Pullout: New Scars for Arabs and Israelis","gaza pullout",19
19923,"18-Sep-01","A Nation Challenged: The Overview; Wall St. Reopens Six Days After Shutdown; Stocks Slide 7%, But Investors Resist Panic","stock market declines, but does not plunge, during first day after attacks",16
7345,"12-Oct-01","A Nation Challenged: The Military; Long War is Seen","US, Britain say military engagement in Afghanistan will be long",16
40018,"30-Apr-97","Sarajevo Orphans Return, to a Bleak Future","Sarajevo orphans",19
7434,"8-Oct-04","Pentagon Sets Steps to Retake Iraq Rebel Sites","Iraq insurgency; general plans by Pentagon to re-take Iraqi cities still under insurgent control.",16
34001,"17-Feb-99","German Companies Adopt Fund For Slave Laborers Under Nazis","$1.7 billion fund established to compensate victims of the Nazis",19
24819,"5-Sep-03","In First Encounter, Democrats Hit Bush Over Jobs and Iraq","first debate of democratic presidential candidates",20
44837,"27-Oct-97","U.S. Lowers Goals on China After Glitches in Early Talks","US talks with china",19
36089,"1-Nov-99","Parties Closer Than They Seem In Budget Fight","Clinton and congress fighting over the budget",1
27738,"11-Dec-00","Gene-Altered Corn Changes Dynamics Of Grain Industry","gene-altered corn",4
37804,"28-Jun-06","Despite Protests, Rent Board Sets 7.25% Increase","New York's Rent Guidelines Board to allow increase on rent in rent-stabilized apartments",14
39197,"15-Jan-97","THE GIULIANI AGENDA: THE PLAN;","Mayor Rudolph W. Giuliani proposes building of a tunnel beneath NY harbor to carry rail freight efficiently between the water-fringed city and the rest of the country",10
7812,"4-May-03","Shaping the Message In Parades for Troops","Bloomberg plans parade for Iraq war veterans",16
20773,"11-Sep-00","THE 2000 CAMPAIGN: THE VICE PRESIDENT;
Gore Takes Tough Stand on Violent Entertainment","Gore attacks violent entertainment",20
33169,"4-Oct-98","Democrats Appear Vulnerable in Senate Races","Democrats on the defensive in Senate races",20
29893,"24-Feb-04","Forecast of Rising Oil Demand Challenges Tired Saudi Fields","Risk that higher global oil demand could exceed production capacities of Saudi oil fields.",8
25825,"21-Jul-05","An Interview By, Not With, The President","Background to Bush selection of John Roberts as nominee for Chief Justice.",20
27823,"24-Jan-01","Unplugged and Unfazed","believers of self-sufficiency point to California's power crisis",8
24280,"20-Jan-00","THE 2000 CAMPAIGN: THE ARRANGEMENTS;
Aides Looking to Later Rounds While Gore and Bradley Spar","election campaigns",20
